Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBath,HouseAge,YearsSinceRemodel,Has2ndFloor,HasGarage,HasBasement,TotalPorchSF,QualitySize,QualityTotalSF,ExterQual_Encoded,ExterQualSize,KitchenQual_Encoded,TotalQualityScore,LiveableSF,TotalShelterSF,QualityAgeInteraction,BathBedroomRatio,GrLivArea_Squared,GrLivArea_Cubed,TotalSF_Squared,TotalSF_Cubed,LotArea_Squared,TotalBsmtSF_Squared,OverallQual_Squared,HouseAge_Squared,GrLivArea_Sqrt,LotArea_Sqrt,LivingAreaRatio,BasementRatio,GarageRatio,BathPerBedroom,RoomDensity,PorchRatio,LotShapeIndex,QualityPerSF,AgeBracket,QualityTier,SizeCategory,LotCategory,SaleSeason,IsRemodeled,MarketPeriod,HasPool,HasFireplace,HasCentralAir,GarageSize,LotShapeQuality,HouseType,BsmtQual_Encoded,HeatingQC_Encoded,TotalUsableSF,HasPoolFlag,HasGarageFlag,TotalAmenities,TotalUsableSF_Norm,TotalQualityScore_Norm,TotalAmenities_Norm,PropertyValueIndex
591,60,RL,64.0,8320,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,490,Unf,0,280,770,GasA,Ex,Y,SBrkr,770,812,0,1582,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2004.0,RFn,2,520,TA,TA,Y,0,45,0,0,0,0,,,,0,9,2008,WD,Normal,185900,2352,2.5,4,4,1,1,1,45,11074,16464,4,6328,4,4.8,2352,2872,1.4,0.625,2502724,3959309368,5531904,13011038208,69222400,592900,49,16,39.774363602702685,91.21403400793103,0.19012137964186998,0.32724181895452614,0.22099447513812154,0.625,0.003790271636133923,0.028427037271004423,0.6940375257251576,2.7110766847405112,New (0-5yr),Good,Large,Medium,Fall,0,Post-2008,0,0,1,2-Car,4,2-Story,4.0,5,2872,0,1,1,0.1977251480211904,0.7176470588235294,0.2,0.3717907356149066
592,60,RL,97.0,13478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1338,Unf,0,384,1722,GasA,Ex,Y,SBrkr,1728,568,0,2296,1,0,2,1,3,1,Ex,10,Typ,1,Gd,BuiltIn,2008.0,RFn,3,842,TA,TA,Y,382,274,0,0,0,0,,,,0,6,2009,ConLI,Normal,451950,4018,3.5,1,1,1,1,1,656,22960,40180,5,11480,5,6.0,4018,4860,5.0,0.875,5271616,12103630336,16144324,64867893832,181656484,2965284,100,1,47.916594202843754,116.09478885807063,0.17033904592328808,0.42846479223687484,0.2095048519532222,0.875,0.0043535045711798,0.28558989986939487,0.8283887006925021,3.033980582524272,New (0-5yr),Excellent,XLarge,Large,Summer,0,Post-2008,0,1,1,3+ Car,3,2-Story,5.0,5,4860,0,1,2,0.35260205671548767,1.0,0.4,0.5842006855718292
593,20,RL,60.0,6600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,PConc,TA,Gd,No,GLQ,816,Unf,0,0,816,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,4,Typ,0,,Detchd,1985.0,Fin,2,816,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD,Normal,138000,1632,2.0,26,5,0,1,1,0,4080,8160,3,2448,3,3.8,1632,2448,0.18518518518518517,0.6666666666666666,665856,543338496,2663424,4346707968,43560000,665856,25,676,28.5657137141714,81.24038404635961,0.12361763369186488,0.49969381506429883,0.49969381506429883,0.6666666666666666,0.004895960832313341,0.0,0.7295685774786447,2.7533039647577096,Mature (25-50yr),Average,Small,Small,Summer,1,Post-2008,0,0,1,2-Car,4,1-Story,3.0,5,2448,0,1,1,0.16469305079464008,0.48235294117647054,0.2,0.28234866399037023
594,120,RM,69.0,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,685,Unf,0,163,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,0,,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,,,,0,5,2009,WD,Normal,140000,1696,2.0,6,6,0,1,1,140,5088,10176,4,3392,4,4.6,1696,2116,0.8571428571428571,1.0,719104,609800192,2876416,4878401536,19669225,719104,36,36,29.120439557122072,66.59579566308972,0.19116321009918846,0.4997053624042428,0.24749558043606365,1.0,0.004711425206124852,0.16489988221436985,1.0207735455013964,3.246753246753247,Recent (5-10yr),Good,Small,Tiny,Spring,0,Post-2008,0,0,1,2-Car,4,1-Story,4.0,5,2116,0,1,1,0.1388282954191337,0.6705882352941176,0.2,0.33647217690441705
595,20,RL,88.0,7990,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,924,924,GasA,TA,Y,SBrkr,924,0,0,924,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1981.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,4,2008,WD,Normal,110000,1848,1.0,33,33,0,1,1,0,4620,9240,3,2772,3,3.6,1848,2128,0.14705882352941177,0.25,853776,788889024,3415104,6311112192,63840100,853776,25,1089,30.397368307141328,89.38679992034618,0.11563008384432487,0.49972958355868036,0.15143320713899405,0.25,0.005405405405405406,0.0,0.9735934901727956,2.598752598752599,Mature (25-50yr),Average,Small,Small,Spring,0,Post-2008,0,0,1,1-Car,3,1-Story,4.0,3,2128,0,1,1,0.1397631660953568,0.43529411764705883,0.2,0.25835242791413854
596,20,RL,69.0,11302,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,238.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1422,Unf,0,392,1814,GasA,Ex,Y,SBrkr,1826,0,0,1826,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2005.0,Fin,3,758,TA,TA,Y,180,75,0,0,120,0,,,,0,8,2006,New,Partial,319000,3640,3.0,1,0,0,1,1,375,14608,29120,4,7304,4,5.0,3640,4398,4.0,0.75,3334276,6088387976,13249600,48228544000,127735204,3290596,64,1,42.731721238442994,106.310864919819,0.16155003096523046,0.4982147761603955,0.20818456468003296,0.75,0.0038314176245210726,0.20525451559934318,0.6429917422765693,2.8308563340410475,New (0-5yr),Excellent,XLarge,Medium,Summer,1,Pre-2008,0,1,1,3+ Car,3,1-Story,4.0,5,4398,0,1,2,0.3166095356808975,0.7647058823529411,0.4,0.4937718060112795
597,70,RM,60.0,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,1993,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,684,684,GasA,Ex,N,FuseA,684,684,0,1368,0,0,1,0,3,1,TA,7,Typ,0,,Detchd,1930.0,Unf,1,216,TA,Fa,N,0,158,0,0,0,0,,,,0,10,2006,WD,Normal,114504,2052,1.0,96,13,1,1,1,158,8208,12312,3,4104,3,4.0,2052,2268,0.061855670103092786,0.25,1871424,2560108032,4210704,8640364608,12960000,467856,36,9216,36.98648401781386,60.0,0.37989447375728963,0.33317096931320017,0.10521188504627374,0.25,0.005113221329437546,0.1154127100073046,0.9836065573770492,2.5337837837837833,Old (50-100yr),Good,Medium,Tiny,Fall,1,Pre-2008,0,0,0,1-Car,4,2-Story,3.0,5,2268,0,1,1,0.15066999065129325,0.5294117647058824,0.2,0.29336058511905855
598,120,RL,53.0,3922,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1258,1258,GasA,Ex,Y,SBrkr,1402,0,0,1402,0,2,0,2,2,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3,648,TA,TA,Y,120,16,0,0,0,0,,,,0,2,2007,New,Partial,194201,2660,2.0,1,0,0,1,1,136,9814,18620,4,5608,4,5.0,2660,3308,3.5,0.6666666666666666,1965604,2755776808,7075600,18821096000,15382084,1582564,49,1,37.44329045369811,62.625873247404705,0.3573795564618914,0.4727546035325066,0.24351747463359638,0.6666666666666666,0.004989308624376337,0.09693513898788311,0.8329944611355392,2.9142381348875936,New (0-5yr),Good,Medium,Tiny,Winter,1,Pre-2008,0,1,1,3+ Car,4,1-Story,5.0,5,3308,0,1,2,0.23169211592396385,0.7647058823529411,0.4,0.465465999425635
599,20,RL,80.0,12984,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,459.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,1283,LwQ,147,0,1430,GasA,Ex,Y,SBrkr,1647,0,0,1647,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1977.0,Fin,2,621,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2006,WD,Normal,217500,3077,3.0,29,29,0,1,1,0,8235,15385,3,4941,4,4.2,3077,3698,0.16666666666666666,0.75,2712609,4467667023,9467929,29132817533,168584256,2044900,25,841,40.58324777540605,113.94735626595292,0.12683865999229882,0.4645873944119558,0.20175438596491227,0.75,0.00424757281553398,0.0,0.6959707695660658,1.888930865130336,Mature (25-50yr),Average,Large,Large,Spring,0,Pre-2008,0,1,1,2-Car,4,1-Story,4.0,5,3698,0,1,2,0.26207541290121533,0.5764705882352942,0.4,0.41284866704550316
600,160,RM,24.0,1950,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,81,GLQ,612,23,716,GasA,TA,Y,SBrkr,716,840,0,1556,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,Fin,2,452,TA,TA,Y,161,0,0,0,0,0,,GdPrv,,0,7,2008,COD,Normal,151000,2272,3.5,28,28,1,1,1,161,9336,13632,3,4668,3,3.8,2272,2724,0.20689655172413793,0.875,2421136,3767287616,5161984,11728027648,3802500,512656,36,784,39.44616584663204,44.15880433163923,0.7975397232188621,0.31500219973603166,0.19885613726352838,0.875,0.0038535645472061657,0.10340398201669879,0.531457826556871,2.347417840375587,Mature (25-50yr),Good,Large,Tiny,Summer,0,Post-2008,0,1,1,2-Car,4,2-Story,4.0,3,2724,0,1,2,0.18619507634777188,0.48235294117647054,0.4,0.3561826725080808
601,60,RL,74.0,10927,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Gd,TA,Av,GLQ,546,Unf,0,512,1058,GasA,Ex,Y,SBrkr,1058,846,0,1904,1,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2,736,TA,TA,Y,179,60,0,0,0,0,,,,0,6,2006,WD,Normal,275000,2962,3.5,1,1,1,1,1,239,15232,23696,4,7616,5,5.2,2962,3698,4.0,0.875,3625216,6902411264,8773444,25986941128,119399329,1119364,64,1,43.634848458542855,104.53229166147655,0.17423133235724744,0.35707053661829224,0.24839689503881202,0.875,0.004199475065616798,0.12545931758530185,0.7012071739840074,2.7548209366391188,New (0-5yr),Excellent,XLarge,Medium,Summer,0,Pre-2008,0,1,1,2-Car,4,2-Story,4.0,5,3698,0,1,2,0.26207541290121533,0.8117647058823529,0.4,0.49128003959452277
602,50,RM,50.0,9000,Pave,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,780,780,GasA,TA,Y,SBrkr,780,595,0,1375,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,1979.0,Unf,1,544,TA,TA,P,0,162,0,0,126,0,,,,0,12,2007,WD,Normal,141000,2155,1.5,70,57,1,1,1,288,8250,12930,3,4125,4,3.8,2155,2699,0.08450704225352113,0.375,1890625,2599609375,4644025,10007873875,81000000,608400,36,4900,37.080992435478315,94.86832980505137,0.15276080435507167,0.36178107606679033,0.2523191094619666,0.375,0.00436046511627907,0.20930232558139536,0.5215486709915067,2.526315789473684,Old (50-100yr),Good,Medium,Medium,Winter,1,Pre-2008,0,1,1,1-Car,4,1.5-Story,3.0,3,2699,0,1,2,0.18424742910564038,0.48235294117647054,0.4,0.35553345676070364
603,60,RL,80.0,10041,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,789,Unf,0,119,908,GasA,Ex,Y,SBrkr,927,988,0,1915,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,Fin,2,506,TA,TA,Y,120,150,0,0,0,0,,,,0,2,2006,WD,Abnorml,220000,2823,3.5,14,14,1,1,1,270,15320,22584,4,7660,4,5.0,2823,3329,0.5333333333333333,0.875,3667225,7022735875,7969329,22497415767,100821681,824464,64,196,43.76071297408213,100.20479030465559,0.19069906393148775,0.32152974504249293,0.1791784702549575,0.875,0.0041753653444676405,0.1409185803757829,0.7904764167701641,2.7444253859348198,Modern (10-25yr),Excellent,XLarge,Medium,Winter,0,Pre-2008,0,1,1,2-Car,3,2-Story,4.0,5,3329,0,1,2,0.23332813960735432,0.7647058823529411,0.4,0.4660113406534318
604,160,FV,30.0,3182,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,600,600,0,1200,0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2004.0,RFn,2,480,TA,TA,Y,0,172,0,0,0,0,,,,0,6,2010,WD,Normal,151000,1800,2.5,6,5,1,1,1,172,8400,12600,4,4800,4,4.8,1800,2280,1.0,0.8333333333333334,1440000,1728000000,3240000,5832000000,10125124,360000,49,36,34.64101615137755,56.40921910468182,0.3770028275212064,0.3331482509716824,0.2665186007773459,0.8333333333333334,0.0033305578684429643,0.14321398834304747,0.5225641537693978,3.1818181818181817,Recent (5-10yr),Good,Medium,Tiny,Summer,1,Post-2008,0,0,1,2-Car,4,2-Story,4.0,5,2280,0,1,1,0.15160486132751635,0.7176470588235294,0.2,0.35641730671701527
605,20,RL,88.0,12803,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,922,Unf,0,572,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2002.0,RFn,2,530,TA,TA,Y,192,36,0,0,0,0,,,,0,9,2008,WD,Normal,221000,2988,3.0,6,6,0,1,1,228,10458,20916,4,5976,4,4.8,2988,3518,1.0,0.75,2232036,3334661784,8928144,26677294272,163916809,2232036,49,36,38.65229618017538,113.15034246523517,0.11668228678537956,0.4998327199732352,0.17731682837069254,0.75,0.004013377926421404,0.15250836120401337,0.7709131492689184,2.806736166800321,Recent (5-10yr),Good,Large,Large,Fall,0,Post-2008,0,1,1,2-Car,3,1-Story,4.0,5,3518,0,1,2,0.2480523527578685,0.7176470588235294,0.4,0.4552331371937994
606,60,RL,85.0,13600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,TA,TA,No,BLQ,454,Unf,0,314,768,GasA,TA,Y,SBrkr,1186,800,0,1986,0,0,2,1,3,1,TA,7,Typ,3,Fa,Attchd,1965.0,Unf,2,486,TA,TA,Y,0,42,0,0,189,0,,,,0,10,2009,WD,Normal,205000,2754,2.5,44,19,1,1,1,231,13902,19278,3,5958,3,3.8,2754,3240,0.15555555555555556,0.625,3944196,7833173256,7584516,20887757064,184960000,589824,49,1936,44.56455991031439,116.61903789690601,0.1460186750974193,0.27876588021778587,0.1764065335753176,0.625,0.0035228988424760945,0.11625566180171112,0.7226721245118767,2.344273275284662,Mature (25-50yr),Good,XLarge,Large,Fall,1,Post-2008,0,1,1,2-Car,4,2-Story,3.0,3,3240,0,1,4,0.22639451542536615,0.48235294117647054,0.8,0.502915818867279
607,20,RL,82.0,12464,Pave,,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,732,Unf,0,308,1040,GasA,Gd,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,2000.0,Unf,2,576,TA,TA,Y,168,0,0,0,0,0,,GdPrv,,0,11,2009,WD,Normal,152000,2080,2.0,13,13,0,1,1,168,5200,10400,3,3120,4,4.0,2080,2656,0.35714285714285715,0.5,1081600,1124864000,4326400,8998912000,155351296,1081600,25,169,32.2490309931942,111.6422858956229,0.08343361411953469,0.4997597308986064,0.276790004805382,0.5,0.005763688760806916,0.16138328530259366,0.7279681812919102,2.450980392156863,Modern (10-25yr),Average,Small,Large,Fall,0,Post-2008,0,0,1,2-Car,2,1-Story,4.0,4,2656,0,1,1,0.1808974758491742,0.5294117647058824,0.2,0.3034364135183522
608,20,RL,78.0,7800,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,603,Unf,0,293,896,GasA,Ex,Y,SBrkr,1112,896,0,2008,1,0,3,0,3,1,Ex,8,Typ,0,,Attchd,1948.0,Unf,1,230,TA,TA,Y,103,0,0,0,0,0,,,,0,8,2006,WD,Normal,225000,2904,4.0,58,4,1,1,1,103,10040,14520,3,6024,5,4.2,2904,3134,0.0847457627118644,1.0,4032064,8096384512,8433216,24490059264,60840000,802816,25,3364,44.81071300481616,88.31760866327846,0.2574028970644789,0.30843373493975906,0.07917383820998279,1.0,0.003982080637132902,0.051269288203086114,0.873288046638764,1.6622340425531914,Old (50-100yr),Average,XLarge,Small,Summer,1,Pre-2008,0,0,1,1-Car,4,2-Story,3.0,5,3134,0,1,1,0.21813649111872857,0.5764705882352942,0.2,0.33153569311800757
609,70,RL,78.0,12168,Pave,,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,428,Unf,0,537,965,GasA,TA,Y,SBrkr,1940,1254,0,3194,0,0,2,1,4,1,TA,10,Typ,2,Gd,Basment,1934.0,Unf,2,380,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2007,WD,Alloca,359100,4159,2.5,73,9,1,1,1,0,25552,33272,3,9582,3,4.2,4159,4539,0.10810810810810811,0.5,10201636,32584025384,17297281,71939391679,148060224,931225,64,5329,56.515484603779164,110.30865786510141,0.26247021119237407,0.23197115384615385,0.09134615384615384,0.5,0.003129890453834116,0.0,0.7007541146936723,1.9074868860276586,Old (50-100yr),Excellent,XLarge,Large,Fall,1,Pre-2008,0,1,1,2-Car,4,2-Story,4.0,3,4539,0,1,3,0.32759426612651915,0.5764705882352942,0.6,0.5013549514539378
610,20,RL,61.0,7943,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,192.0,TA,Fa,CBlock,TA,TA,Mn,Rec,903,Unf,0,126,1029,GasA,Gd,Y,SBrkr,1029,0,0,1029,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1961.0,Unf,1,261,TA,TA,Y,64,0,39,0,0,0,,,,0,4,2007,WD,Normal,118500,2058,2.0,46,46,0,1,1,103,4116,8232,3,3087,3,3.4,2058,2319,0.0851063829787234,0.5,1058841,1089547389,4235364,8716379112,63091249,1058841,16,2116,32.07802986469088,89.12350980521357,0.12953172205438065,0.49975716367168527,0.1267605633802817,0.5,0.0048543689320388345,0.1,0.6768489169123681,1.971414489896501,Mature (25-50yr),Average,Small,Small,Spring,0,Pre-2008,0,0,1,1-Car,4,1-Story,3.0,4,2319,0,1,1,0.15464319102524152,0.388235294117647,0.2,0.24762616171429616
611,60,RL,69.0,11050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,904,Unf,0,536,1440,GasA,Ex,Y,SBrkr,1476,677,0,2153,1,0,2,1,3,1,Ex,8,Typ,2,Ex,Attchd,2000.0,Fin,3,736,TA,TA,Y,253,142,0,0,0,0,,,,0,5,2009,WD,Normal,313000,3593,3.5,9,9,1,1,1,395,19377,32337,4,8612,5,5.6,3593,4329,0.9,0.875,4635409,9980035577,12909649,46384368857,122102500,2073600,81,81,46.400431032480725,105.11898020814318,0.19482399782825083,0.4006677796327212,0.20478575403450194,0.875,0.003714020427112349,0.18337975858867223,0.650213560897989,2.8544243577545196,Recent (5-10yr),Excellent,XLarge,Medium,Spring,0,Post-2008,0,1,1,3+ Car,4,2-Story,5.0,5,4329,0,1,3,0.3112340292926145,0.9058823529411764,0.6,0.605705460744597
612,80,RL,69.0,10395,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,233.0,TA,TA,CBlock,Gd,TA,Av,ALQ,605,Unf,0,427,1032,GasA,TA,Y,SBrkr,1032,0,0,1032,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Unf,2,564,TA,TA,Y,0,0,0,0,0,0,,MnPrv,Shed,500,7,2007,WD,Normal,148000,2064,2.5,29,29,0,1,1,0,6192,12384,3,3096,3,3.8,2064,2628,0.2,0.625,1065024,1099104768,4260096,8792838144,108056025,1065024,36,841,32.12475680841802,101.95587280779857,0.09926894959599845,0.4997578692493947,0.2731234866828087,0.625,0.005808325266214908,0.0,0.6701900349950068,2.952755905511811,Mature (25-50yr),Good,Small,Medium,Summer,0,Pre-2008,0,1,1,2-Car,3,Split-Level,4.0,3,2628,0,1,2,0.17871611093798692,0.48235294117647054,0.4,0.3536896840381525
613,60,RL,69.0,11885,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,Av,GLQ,990,Unf,0,309,1299,GasA,Ex,Y,SBrkr,1299,573,0,1872,1,0,2,1,3,1,Ex,7,Typ,1,TA,BuiltIn,2001.0,RFn,2,531,TA,TA,Y,160,122,0,0,0,0,,,,0,11,2009,WD,Normal,261500,3171,3.5,8,8,1,1,1,282,14976,25368,4,7488,5,5.2,3171,3702,0.8888888888888888,0.875,3504384,6560206848,10055241,31885169211,141253225,1687401,64,64,43.266615305567875,109.01834707974616,0.1574962140333165,0.40952080706179067,0.16740226986128626,0.875,0.0037373198077949813,0.15056059797116925,0.6271681208770183,2.785515320334262,Recent (5-10yr),Excellent,XLarge,Medium,Fall,0,Post-2008,0,1,1,2-Car,4,2-Story,4.0,5,3702,0,1,2,0.26238703645995637,0.8117647058823529,0.4,0.49138391411410315
614,20,RL,70.0,8402,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,206,Unf,0,914,1120,GasA,Ex,Y,SBrkr,1120,0,0,1120,0,0,1,0,3,1,TA,6,Typ,0,,,0.0,,0,0,,,Y,0,30,0,0,0,0,,,,0,12,2007,New,Partial,147000,2240,1.0,0,0,0,0,1,30,5600,11200,3,3360,3,4.0,2240,2240,5.0,0.25,1254400,1404928000,5017600,11239424000,70593604,1254400,25,0,33.46640106136302,91.6624241442479,0.13328573128644533,0.499776885319054,0.0,0.25,0.0053523639607493305,0.026761819803746655,0.7554302690271817,2.3584905660377355,New (0-5yr),Average,Small,Medium,Winter,0,Pre-2008,0,0,1,No Garage,4,1-Story,4.0,5,2240,0,0,0,0.14848862574010596,0.5294117647058824,0.0,0.22596679681532947
615,180,RM,21.0,1491,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,150,GLQ,480,0,630,GasA,Ex,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,,,0.0,,0,0,,,Y,96,24,0,0,0,0,,,,0,5,2010,WD,Normal,75500,1260,2.0,38,38,0,0,1,120,2520,5040,3,1890,3,3.8,1260,1260,0.10256410256410256,1.0,396900,250047000,1587600,2000376000,2223081,396900,16,1444,25.099800796022265,38.61346915261564,0.4222520107238606,0.49960348929421095,0.0,1.0,0.004754358161648178,0.1901743264659271,0.5301227196006232,2.4539877300613497,Mature (25-50yr),Average,Small,Tiny,Spring,0,Post-2008,0,0,1,No Garage,4,Split-Foyer,4.0,5,1260,0,0,0,0.07214085384855096,0.48235294117647054,0.0,0.1848312650083405
